wdur,twdur,age,jobno2,single,hrswk,size,marri,female,white,rhrpay2,ind_pub,highsch,graduate,hrswk_sq
6,56,19,3,1,23,6,"Never-married",1,1,215,0,0,0,529
73,140,21,6,0,30,40,"Never-married",1,1,278,0,0,0,900
34,205,23,8,0,40,30,"Never-married",1,1,278,0,0,0,1600
35,46,23,2,0,30,400,"Married",1,0,223,0,0,0,900
4,84,24,5,1,20,-4,"Married",1,0,234,0,0,0,400
2,102,27,8,0,35,25,"Divorced",1,0,253,0,0,0,1225
8,8,19,1,1,20,-4,"Never-married",1,0,221,0,0,0,400
229,247,27,3,1,40,-2,"Married",1,0,376,0,1,0,1600
113,130,19,2,1,65,4,"Never-married",0,0,224,0,0,0,4225
11,552,29,13,0,45,8,"Never-married",0,0,338,0,0,0,2025
8,571,29,14,0,40,4,"Never-married",0,0,256,0,0,0,1600
44,656,31,14,0,10,8,"Never-married",0,0,322,0,0,0,100
59,556,31,4,1,10,5,"Married",1,0,948,0,0,0,100
16,16,19,1,0,18,27,"Never-married",0,1,442,0,1,0,324
31,121,21,3,1,40,300,"Never-married",0,1,401,1,1,0,1600
23,144,21,4,0,40,40,"Never-married",0,1,450,1,1,0,1600
2,313,25,4,0,40,25,"Married",0,1,483,1,1,0,1600
37,377,26,6,1,40,80,"Married",0,1,378,0,1,0,1600
84,84,21,1,1,40,10,"Never-married",0,0,278,0,1,0,1600
51,135,22,2,0,20,65,"Never-married",0,0,156,0,1,0,400
6,178,23,3,0,25,-4,"Never-married",0,0,561,0,1,0,625
78,265,25,3,1,25,-4,"Never-married",0,0,568,0,1,0,625
28,449,29,6,0,32,200,"Never-married",0,0,146,0,1,0,1024
99,99,20,1,1,20,600,"Never-married",0,1,379,1,1,0,400
463,613,30,3,0,40,4,"Never-married",0,1,332,0,1,0,1600
27,27,20,1,1,40,100,"Never-married",1,0,389,0,1,0,1600
34,61,20,2,1,50,45,"Never-married",1,0,491,0,1,0,2500
54,122,24,4,1,60,200,"Never-married",1,0,185,0,1,0,3600
28,150,25,5,0,32,100,"Never-married",1,0,396,0,1,0,1024
49,339,34,7,0,40,100,"Never-married",1,0,411,1,1,0,1600
46,94,20,5,1,55,2,"Married",0,1,372,0,1,0,3025
7,101,21,6,1,42,-4,"Married",0,1,403,1,1,0,1764
273,273,23,1,0,40,6,"Married",1,1,432,0,0,1,1600
69,69,19,1,1,28,125,"Never-married",0,1,278,0,1,0,784
8,77,19,2,1,20,-4,"Never-married",0,1,239,0,1,0,400
93,170,21,3,0,40,45,"Never-married",0,1,377,0,1,0,1600
104,118,21,2,0,10,40,"Never-married",1,1,384,0,1,0,100
7,183,22,2,1,30,40,"Never-married",1,1,371,0,1,0,900
332,515,30,4,0,35,45,"Never-married",1,1,504,0,1,0,1225
39,560,30,5,0,40,200,"Never-married",1,1,375,1,1,0,1600
31,31,19,1,0,30,4,"Never-married",1,1,302,0,1,0,900
22,67,19,1,1,30,4,"Never-married",1,1,295,0,1,0,900
104,171,21,3,1,40,-2,"Never-married",1,1,260,0,1,0,1600
90,261,23,4,1,30,15,"Never-married",1,1,350,0,1,0,900
116,377,25,5,0,35,44,"Never-married",1,1,367,1,1,0,1225
30,64,21,2,1,40,10,"Never-married",1,1,297,0,1,0,1600
60,124,22,3,0,35,60,"Never-married",1,1,360,1,1,0,1225
22,176,23,3,0,30,400,"Never-married",1,1,350,1,1,0,900
93,285,25,5,1,30,30,"Never-married",1,1,152,0,1,0,900
5,290,26,6,0,40,30,"Never-married",1,1,253,0,1,0,1600
20,25,18,2,1,40,35,"Never-married",1,1,311,0,0,0,1600
11,36,18,3,1,40,-4,"Never-married",1,1,272,0,0,0,1600
4,48,19,5,1,40,-4,"Never-married",1,1,283,0,0,0,1600
12,84,20,8,1,24,-4,"Married",1,1,337,0,0,0,576
6,90,21,9,0,30,-4,"Married",1,1,326,0,1,0,900
4,133,22,12,1,40,-4,"Married",1,1,312,0,1,0,1600
63,111,22,2,0,40,50,"Never-married",1,0,423,1,1,0,1600
50,213,24,3,0,35,-2,"Never-married",1,0,413,1,1,0,1225
71,144,27,4,1,40,3,"Married",1,0,499,0,0,1,1600
13,198,30,7,1,40,-4,"Married",1,0,316,0,0,1,1600
44,105,23,2,1,40,-2,"Never-married",0,0,604,0,1,0,1600
121,235,28,4,1,40,30,"Married",0,0,608,1,0,1,1600
190,425,33,5,0,40,300,"Married",0,0,2054,0,0,1,1600
116,116,18,1,0,10,20,"Never-married",1,0,228,0,1,0,100
29,426,25,6,0,37,250,"Never-married",1,0,380,0,1,0,1369
4,535,29,10,1,30,-4,"Never-married",1,0,316,0,1,0,900
36,571,29,11,0,20,6,"Never-married",1,0,308,0,1,0,400
115,167,23,3,0,40,2,"Never-married",1,0,403,0,1,0,1600
3,584,32,7,1,40,-4,"Married",1,0,306,0,0,1,1600
113,113,22,1,1,30,60,"Never-married",0,0,371,1,1,0,900
89,89,18,1,1,20,40,"Never-married",1,1,253,0,1,0,400
7,96,18,2,1,16,-4,"Never-married",1,1,327,0,1,0,256
11,107,18,3,1,15,-4,"Never-married",1,1,322,0,1,0,225
311,421,25,5,1,39,3,"Never-married",1,1,590,0,1,0,1521
20,475,26,7,1,40,70,"Never-married",1,1,406,0,1,0,1600
20,495,27,8,1,70,50,"Never-married",1,1,205,0,1,0,4900
11,506,27,9,1,40,-4,"Never-married",1,1,530,0,1,0,1600
7,513,27,10,1,35,-4,"Never-married",1,1,399,0,1,0,1225
211,724,32,11,1,35,14,"Never-married",1,1,674,0,1,0,1225
21,70,23,4,0,25,-4,"Married",1,1,521,1,0,1,625
156,156,24,1,1,40,-2,"Never-married",1,1,88,0,1,0,1600
1,14,20,2,0,15,25,"Never-married",1,1,337,0,1,0,225
13,69,22,4,0,30,20,"Never-married",1,1,591,0,1,0,900
377,377,26,1,1,40,45,"Never-married",0,1,439,0,1,0,1600
9,16,27,2,1,40,-4,"Married",1,1,399,0,0,1,1600
11,257,25,3,1,35,-2,"Married",1,1,394,1,1,0,1225
208,208,22,1,0,8,15,"Never-married",1,1,1114,0,1,0,64
2,247,23,2,1,15,50,"Never-married",1,1,986,1,0,1,225
314,561,29,3,0,60,30000,"Never-married",1,1,787,1,0,1,3600
52,52,24,1,0,5,52,"Married",1,1,630,0,0,1,25
237,327,27,3,1,30,-4,"Married",1,1,538,1,0,1,900
89,477,30,5,1,40,-2,"Married",1,1,2582,1,0,1,1600
146,623,34,6,0,30,2,"Married",1,1,894,1,0,1,900
38,38,21,1,0,12,30,"Never-married",1,1,260,0,0,1,144
24,112,21,2,1,45,300,"Never-married",1,1,625,0,0,1,2025
226,226,23,1,0,10,4,"Never-married",0,1,700,0,0,1,100
14,14,18,1,1,20,20,"Never-married",1,1,305,0,1,0,400
29,74,20,4,0,20,4,"Never-married",1,1,363,0,1,0,400
43,120,21,5,1,40,100,"Never-married",1,1,355,0,1,0,1600
13,133,21,6,1,30,10,"Never-married",1,1,325,0,1,0,900
64,300,24,8,1,35,3,"Never-married",1,1,432,1,1,0,1225
6,396,31,11,1,20,-4,"Never-married",1,1,229,0,1,0,400
112,112,25,1,0,20,50,"Married",0,1,389,0,1,0,400
236,385,25,2,0,40,100,"Married",0,1,540,0,1,0,1600
57,114,19,2,1,60,2,"Never-married",0,1,421,0,1,0,3600
49,163,20,3,1,40,7,"Never-married",0,1,491,0,1,0,1600
200,379,24,5,1,40,8,"Never-married",0,1,854,0,1,0,1600
23,402,25,6,1,45,6,"Married",0,1,972,0,1,0,2025
207,207,23,1,0,40,7,"Never-married",1,1,404,0,0,1,1600
58,293,24,2,1,33,4,"Never-married",1,1,567,0,0,1,1089
4,297,24,3,1,40,-4,"Never-married",1,1,576,0,0,1,1600
43,386,31,5,1,10,1,"Never-married",1,1,484,0,0,1,100
13,399,31,6,1,32,-4,"Never-married",1,1,296,1,0,1,1024
79,79,18,1,1,12,30,"Never-married",0,1,252,0,1,0,144
11,188,25,5,0,45,35,"Never-married",1,1,371,0,0,1,2025
11,230,25,5,1,45,35,"Never-married",1,1,371,0,0,1,2025
89,319,28,7,1,40,-4,"Never-married",1,1,1010,0,0,1,1600
64,447,33,10,1,40,5000,"Never-married",1,1,962,1,0,1,1600
54,54,22,1,0,40,100,"Never-married",0,1,167,0,0,1,1600
210,210,24,1,0,35,55,"Never-married",1,1,667,1,1,0,1225
615,615,28,1,0,40,75,"Never-married",0,1,700,0,0,1,1600
216,216,21,1,1,30,30,"Never-married",1,1,339,0,1,0,900
24,240,22,2,0,15,10,"Never-married",1,1,358,0,1,0,225
189,189,27,1,1,40,2000,"Never-married",1,1,1120,0,0,1,1600
68,219,33,4,0,3,30,"Never-married",1,1,424,0,0,1,9
89,89,25,1,0,35,100,"Never-married",0,0,360,1,0,1,1225
4,55,23,3,0,40,10,"Never-married",0,1,804,0,1,0,1600
377,449,30,3,1,45,6,"Never-married",0,1,1158,0,1,0,2025
81,81,24,1,1,52,-4,"Never-married",1,1,439,0,0,1,2704
5,234,32,3,0,3,60,"Married",1,1,3162,1,0,1,9
82,336,34,4,0,8,25,"Married",1,1,1474,1,0,1,64
21,21,22,1,1,15,100,"Never-married",1,1,552,0,0,1,225
84,105,24,2,1,40,200,"Never-married",1,1,713,0,0,1,1600
52,157,25,3,1,50,50,"Never-married",1,1,484,1,0,1,2500
228,433,32,5,0,36,-2,"Never-married",1,1,1660,1,0,1,1296
63,63,24,1,1,40,25,"Never-married",0,1,560,0,0,1,1600
175,317,30,3,1,40,35,"Never-married",0,1,486,0,0,1,1600
30,347,30,4,1,40,20,"Never-married",0,1,614,0,0,1,1600
104,451,32,5,1,40,25,"Never-married",0,1,1640,0,0,1,1600
20,20,18,1,1,30,90,"Never-married",0,1,331,1,0,0,900
17,37,18,2,0,40,100,"Never-married",0,1,337,0,0,0,1600
3,109,20,7,1,40,-4,"Married",0,1,363,0,0,0,1600
23,192,22,9,1,40,200,"Married",0,1,374,0,0,0,1600
12,252,24,14,0,40,-4,"Married",0,1,324,0,0,0,1600
8,261,25,15,1,40,-4,"Married",0,1,337,0,0,0,1600
16,307,26,17,1,50,40,"Married",0,1,156,0,0,0,2500
87,433,29,21,0,4,2,"Separated",0,1,,0,0,0,16
151,591,33,22,1,32,12,"Never-married",0,1,299,0,0,0,1024
22,613,33,23,1,36,-4,"Never-married",0,1,298,0,0,0,1296
9,169,29,8,0,8,-4,"Never-married",0,1,296,0,0,0,64
49,63,19,3,1,35,6,"Never-married",0,1,591,0,0,0,1225
34,121,22,6,0,40,-4,"Married",0,1,342,0,0,0,1600
22,333,29,9,0,40,5,"Married",0,1,436,0,0,0,1600
19,155,27,5,1,15,5,"Divorced",0,0,258,0,1,0,225
16,171,27,6,1,40,1000,"Divorced",0,0,266,0,1,0,1600
260,260,25,1,0,25,45,"Never-married",0,0,250,0,1,0,625
104,104,19,1,0,35,12,"Never-married",0,0,292,0,0,0,1225
156,261,22,2,1,30,14,"Never-married",0,0,278,0,0,0,900
91,583,28,5,0,34,15,"Married",0,0,298,0,0,0,1156
54,641,32,6,1,40,25,"Married",0,0,296,0,0,0,1600
79,151,22,2,1,40,3,"Never-married",0,0,468,0,1,0,1600
9,160,22,3,1,40,-4,"Never-married",0,0,360,0,1,0,1600
20,180,22,4,1,32,4,"Never-married",0,0,402,0,1,0,1024
8,188,23,5,1,40,-4,"Never-married",0,0,315,0,1,0,1600
6,232,25,7,0,5,-2,"Never-married",0,0,370,0,1,0,25
48,345,27,9,1,40,-4,"Never-married",0,0,355,0,1,0,1600
121,121,18,1,1,25,10,"Married",0,1,292,0,1,0,625
29,188,20,3,1,32,8,"Married",0,1,307,0,1,0,1024
25,213,20,4,0,4,150,"Married",0,1,461,0,1,0,16
113,113,19,1,0,24,20,"Married",1,0,312,0,0,0,576
110,354,27,9,1,40,350,"Divorced",1,0,456,0,0,0,1600
6,6,18,1,1,30,-4,"Never-married",1,0,214,1,1,0,900
82,88,20,2,1,40,70,"Married",1,0,305,0,1,0,1600
61,168,21,4,1,40,16,"Married",1,0,450,0,1,0,1600
197,449,30,8,1,40,12,"Married",1,0,516,0,1,0,1600
40,489,31,9,1,40,8,"Married",1,0,580,0,1,0,1600
122,611,35,10,1,40,-4,"Married",1,0,560,0,1,0,1600
95,706,35,11,1,50,5,"Married",1,0,516,0,1,0,2500
167,167,21,1,1,40,15,"Never-married",0,0,363,0,1,0,1600
86,382,27,3,1,40,25,"Never-married",0,0,1348,0,1,0,1600
379,761,34,4,0,40,1500,"Married",0,0,765,0,1,0,1600
7,293,27,5,1,32,-4,"Married",0,0,566,0,1,0,1024
75,368,28,6,1,40,320,"Married",0,0,548,0,1,0,1600
3,371,30,7,1,40,-4,"Married",0,0,710,0,1,0,1600
172,543,32,8,1,40,30,"Married",0,0,765,0,1,0,1600
36,579,32,9,1,40,100,"Married",0,0,796,0,1,0,1600
65,65,18,1,1,23,120,"Never-married",1,0,286,0,1,0,529
18,18,25,1,1,30,20,"Never-married",0,0,665,1,0,1,900
369,387,31,2,0,40,1000,"Married",0,0,1548,0,0,1,1600
20,20,17,1,1,20,8,"Never-married",0,0,248,0,0,1,400
50,96,20,3,1,40,120,"Never-married",1,0,327,0,1,0,1600
6,102,20,4,1,35,-4,"Never-married",1,0,307,0,1,0,1225
5,314,28,10,1,40,-4,"Married",1,0,345,1,1,0,1600
197,511,32,11,0,40,72,"Separated",1,0,454,1,1,0,1600
26,576,34,11,1,40,120,"Divorced",1,0,447,1,1,0,1600
17,593,34,13,0,40,300,"Divorced",1,0,474,1,1,0,1600
145,176,23,2,1,40,20,"Never-married",1,0,360,1,1,0,1600
29,476,30,4,1,20,-2,"Married",1,0,474,0,1,0,400
13,89,18,2,0,15,25,"Never-married",1,0,363,0,1,0,225
217,334,23,4,1,40,120,"Never-married",1,0,402,0,1,0,1600
9,9,20,1,1,30,-4,"Never-married",1,0,262,0,0,0,900
278,278,27,1,1,30,60,"Never-married",1,0,595,1,0,1,900
42,103,24,5,0,40,300,"Never-married",0,0,353,0,1,0,1600
19,171,25,6,1,40,-2,"Never-married",0,0,360,0,1,0,1600
100,100,19,1,0,13,40,"Never-married",1,0,276,0,1,0,169
202,310,24,3,0,40,2000,"Never-married",1,0,426,1,1,0,1600
1,323,26,5,1,40,-4,"Never-married",1,0,360,0,1,0,1600
108,145,19,2,1,80,2,"Married",0,0,263,0,0,0,6400
26,171,20,3,1,80,50,"Married",0,0,358,0,0,0,6400
30,220,28,5,1,70,50,"Divorced",0,0,668,0,0,0,4900
83,416,32,9,1,168,6,"Married",0,0,92,0,0,0,28224
57,130,22,3,0,84,6,"Married",1,0,266,0,0,0,7056
55,205,22,4,1,35,90,"Married",1,0,249,0,0,0,1225
14,219,22,5,1,30,150,"Married",1,0,250,0,0,0,900
13,232,23,6,1,50,-2,"Married",1,0,371,0,0,0,2500
26,258,23,7,1,35,15,"Married",1,0,250,0,0,0,1225
199,671,32,5,1,40,100,"Never-married",0,0,451,0,1,0,1600
20,24,20,2,1,50,2,"Never-married",1,0,153,1,1,0,2500
45,89,22,4,1,25,15,"Married",1,0,306,1,1,0,625
24,24,19,1,1,20,20,"Never-married",1,1,252,0,1,0,400
158,158,18,1,1,30,30,"Never-married",0,0,242,0,1,0,900
351,351,25,1,0,50,20,"Never-married",0,0,553,0,1,0,2500
175,530,29,1,1,40,70,"Never-married",0,0,768,0,1,0,1600
62,592,30,3,1,40,10,"Never-married",0,0,853,0,1,0,1600
2,2,18,1,1,40,-4,"Never-married",0,0,237,0,0,0,1600
28,110,26,2,1,30,400,"Never-married",1,1,540,1,1,0,900
35,35,21,1,1,40,35,"Never-married",0,0,403,0,1,0,1600
16,16,18,1,0,35,14,"Never-married",0,0,127,0,1,0,1225
47,65,21,3,0,40,10,"Never-married",0,0,421,0,1,0,1600
3,101,21,4,0,10,60,"Never-married",0,0,362,0,1,0,100
46,508,30,8,1,40,200,"Never-married",0,0,432,0,1,0,1600
120,120,21,1,1,20,15,"Never-married",1,1,278,0,1,0,400
114,234,23,2,0,10,30,"Never-married",1,1,315,0,1,0,100
131,131,26,1,0,15,8,"Never-married",0,1,243,1,1,0,225
249,249,27,1,0,40,250,"Married",0,0,437,0,1,0,1600
290,556,33,2,1,37,150,"Married",0,0,664,0,1,0,1369
49,95,28,3,0,50,30,"Never-married",0,0,403,0,1,0,2500
167,167,25,1,0,40,30,"Never-married",0,0,609,0,0,1,1600
67,244,27,3,0,40,350,"Never-married",0,0,1078,0,0,1,1600
306,306,20,1,1,20,6,"Never-married",0,1,288,0,1,0,400
421,731,29,3,1,35,6,"Never-married",0,1,280,0,1,0,1225
16,16,19,1,1,35,60,"Never-married",0,1,292,0,1,0,1225
2,36,21,4,0,6,-2,"Never-married",0,1,611,0,1,0,36
10,19,21,2,1,40,-4,"Never-married",0,0,374,0,0,0,1600
9,28,21,3,1,40,-4,"Never-married",0,0,591,0,0,0,1600
2,30,21,4,1,40,-4,"Never-married",0,0,458,0,0,0,1600
7,37,21,5,1,40,-4,"Never-married",0,0,315,0,0,0,1600
35,72,22,6,1,40,50,"Never-married",0,0,288,0,0,0,1600
69,228,29,8,1,50,5,"Never-married",0,0,573,0,0,0,2500
155,155,26,1,0,40,-2,"Never-married",0,0,576,1,1,0,1600
26,93,29,2,1,20,10,"Married",1,0,403,0,0,1,400
14,14,18,1,0,8,15,"Never-married",1,1,272,0,0,0,64
67,185,23,3,0,40,50,"Never-married",1,1,437,0,1,0,1600
224,424,27,4,1,40,15,"Never-married",1,1,548,1,1,0,1600
62,486,29,5,1,40,5,"Never-married",1,1,537,1,1,0,1600
215,731,28,5,0,40,300,"Married",0,1,729,0,0,1,1600
203,203,18,1,0,10,3,"Never-married",0,1,323,0,1,0,100
22,404,19,1,0,15,5,"Never-married",0,1,252,0,1,0,225
92,94,23,2,1,40,200,"Never-married",0,0,455,0,1,0,1600
458,574,33,4,1,40,1000,"Never-married",0,0,605,1,1,0,1600
42,616,33,5,0,40,500,"Never-married",0,0,440,1,1,0,1600
18,18,19,1,1,22,5,"Never-married",1,0,250,0,1,0,484
7,28,20,3,0,24,80,"Never-married",1,0,295,0,1,0,576
31,31,20,1,1,25,25,"Never-married",0,0,337,1,0,0,625
14,45,20,2,1,56,1,"Never-married",0,0,421,1,0,0,3136
5,57,20,4,1,40,-4,"Never-married",0,0,252,0,0,0,1600
7,64,20,5,0,40,-4,"Never-married",0,0,358,0,0,0,1600
7,75,21,6,1,25,-4,"Never-married",0,0,245,0,0,0,625
5,72,20,2,0,25,20,"Never-married",1,0,242,0,1,0,625
20,161,23,6,0,2,100,"Never-married",1,0,315,0,1,0,4
31,81,26,2,1,15,99995,"Never-married",0,0,505,1,0,1,225
173,173,20,1,1,32,30,"Never-married",0,0,252,0,1,0,1024
110,283,22,2,1,35,4,"Never-married",0,0,315,0,1,0,1225
245,528,27,3,1,24,1000,"Never-married",0,0,304,1,1,0,576
61,61,24,1,0,40,55,"Never-married",1,1,605,1,0,1,1600
59,111,30,2,1,50,15,"Married",1,1,2147,0,0,1,2500
200,354,28,4,1,40,-4,"Never-married",1,1,720,0,0,1,1600
121,475,32,5,0,40,25,"Married",1,1,823,0,0,1,1600
83,83,20,1,1,24,18,"Never-married",0,1,242,0,1,0,576
163,183,25,3,0,40,11,"Never-married",0,1,472,0,1,0,1600
236,236,24,1,0,35,300,"Never-married",0,0,334,0,0,1,1225
46,327,26,1,1,35,200,"Never-married",0,0,350,0,0,1,1225
289,291,25,4,0,35,200,"Separated",1,0,571,1,1,0,1225
196,196,23,1,1,10,5,"Never-married",1,0,900,1,0,1,100
150,387,26,4,0,39,-2,"Never-married",1,0,752,0,0,1,1521
53,460,29,4,1,40,-2,"Never-married",1,0,790,0,0,1,1600
172,632,31,6,1,65,10,"Never-married",1,0,725,0,0,1,4225
78,78,24,1,1,30,100,"Married",1,1,432,0,0,1,900
94,172,26,2,1,50,50,"Married",1,1,906,1,0,1,2500
93,93,20,1,0,60,10,"Never-married",0,0,546,0,1,0,3600
4,222,24,8,1,40,-4,"Never-married",0,1,495,0,1,0,1600
37,37,25,1,1,40,500,"Married",1,0,,0,0,1,1600
12,12,20,1,1,40,-4,"Married",0,0,276,0,0,0,1600
70,70,33,1,0,4,1,"Divorced",0,0,305,0,1,0,16
43,174,22,5,1,40,5,"Married",0,0,272,0,0,0,1600
28,202,23,6,1,38,40,"Married",0,0,266,0,0,0,1444
39,241,23,7,0,0,8,"Married",0,0,266,0,0,0,0
30,30,19,1,0,19,24,"Never-married",0,0,272,0,1,0,361
28,67,20,1,0,20,20,"Never-married",0,0,274,0,1,0,400
6,106,20,5,0,40,-4,"Never-married",0,0,266,0,1,0,1600
2,138,21,6,1,20,1,"Never-married",0,0,245,0,1,0,400
2,140,21,7,1,25,-4,"Never-married",0,0,245,0,1,0,625
14,404,27,12,1,40,-4,"Separated",0,0,280,0,1,0,1600
25,429,27,13,1,40,-4,"Separated",0,0,280,0,1,0,1600
41,470,28,14,1,40,45,"Separated",0,0,252,0,1,0,1600
203,673,33,15,0,20,10,"Married",0,0,252,0,1,0,400
30,189,22,4,1,40,8,"Never-married",1,0,336,0,0,0,1600
236,236,26,1,1,30,6,"Never-married",0,0,350,1,1,0,900
14,255,26,4,0,40,-4,"Never-married",0,0,315,0,1,0,1600
19,296,27,6,1,25,-4,"Never-married",0,0,269,0,1,0,625
115,115,19,1,1,40,150,"Never-married",0,0,443,0,1,0,1600
88,203,21,2,0,40,300,"Never-married",0,0,499,0,1,0,1600
40,252,22,3,1,40,200,"Married",0,0,483,0,1,0,1600
71,323,23,4,0,40,60,"Married",0,0,504,0,1,0,1600
226,614,30,4,1,50,70,"Separated",0,0,620,0,1,0,2500
37,651,30,6,1,16,-4,"Separated",0,0,632,0,1,0,256
87,738,32,7,0,40,100,"Separated",0,0,437,0,1,0,1600
44,185,30,5,0,30,4,"Never-married",1,0,252,0,1,0,900
1,199,30,6,0,40,17,"Never-married",1,0,284,0,1,0,1600
92,315,32,6,0,40,13,"Never-married",1,0,336,0,1,0,1600
100,113,25,2,0,40,-2,"Never-married",1,0,421,1,1,0,1600
33,110,22,4,1,20,-2,"Never-married",1,0,232,0,1,0,400
131,241,24,5,0,40,10,"Never-married",1,0,353,1,1,0,1600
49,354,27,5,1,40,15,"Never-married",1,0,385,1,1,0,1600
42,396,28,7,0,40,8,"Never-married",1,0,340,1,1,0,1600
29,29,19,1,0,40,5,"Never-married",0,0,322,0,0,0,1600
9,51,19,1,1,40,5,"Never-married",0,0,322,0,0,0,1600
84,151,21,4,1,40,300,"Never-married",0,0,518,0,0,0,1600
479,630,30,5,1,40,70,"Never-married",0,0,369,0,0,0,1600
2,632,32,6,0,38,-4,"Never-married",0,0,245,0,0,0,1444
19,656,32,7,1,40,-4,"Never-married",0,0,276,0,0,0,1600
14,37,20,2,0,30,50,"Never-married",0,0,292,0,1,0,900
197,239,24,3,1,40,80,"Never-married",0,0,486,0,1,0,1600
2,419,28,5,0,16,5,"Never-married",0,0,283,1,1,0,256
111,312,25,2,1,40,30,"Married",0,0,529,1,1,0,1600
23,23,22,1,0,25,42,"Never-married",0,0,464,1,0,1,625
8,55,23,3,1,60,-4,"Never-married",0,0,95,0,0,1,3600
38,38,20,1,1,3,2,"Never-married",0,0,702,0,1,0,9
54,92,21,2,1,40,80,"Never-married",0,0,256,0,1,0,1600
72,229,25,4,1,40,14,"Married",0,0,269,0,1,0,1600
92,369,29,6,1,40,45,"Married",0,0,289,0,1,0,1600
291,291,27,1,0,18,100,"Never-married",1,0,446,1,1,0,324
82,162,26,4,1,40,3,"Never-married",1,0,236,0,1,0,1600
229,492,34,6,1,36,36,"Never-married",1,0,276,0,1,0,1296
19,19,19,1,1,42,5,"Never-married",1,0,261,0,1,0,1764
239,574,34,8,1,40,5,"Never-married",1,0,276,0,1,0,1600
60,634,34,9,1,50,50,"Never-married",1,0,290,0,1,0,2500
50,324,25,5,1,40,5,"Never-married",0,0,350,0,0,0,1600
61,78,22,2,1,20,20,"Never-married",1,0,315,0,1,0,400
149,227,25,3,1,40,4,"Never-married",1,0,315,0,1,0,1600
24,251,25,4,1,40,100,"Never-married",1,0,297,0,1,0,1600
463,714,34,5,1,60,30,"Never-married",1,0,459,0,1,0,3600
20,129,23,5,0,40,-4,"Married",0,0,378,0,0,0,1600
65,303,29,9,0,40,300,"Married",1,0,284,0,1,0,1600
14,14,21,1,1,54,2,"Never-married",1,0,179,0,1,0,2916
282,296,27,2,0,24,5,"Never-married",1,0,491,0,1,0,576
82,380,29,2,1,40,5,"Never-married",1,0,296,0,1,0,1600
87,87,20,1,0,40,100,"Never-married",0,0,235,0,1,0,1600
24,132,21,1,1,40,-2,"Never-married",0,0,307,0,1,0,1600
131,131,26,1,0,30,250,"Never-married",1,0,280,0,0,1,900
30,242,27,3,0,40,250,"Never-married",1,0,575,1,0,1,1600
165,509,32,3,0,40,150,"Never-married",1,0,449,1,0,1,1600
25,548,32,5,0,40,200,"Never-married",1,0,704,0,0,1,1600
83,140,24,3,1,40,100,"Never-married",1,0,420,0,1,0,1600
15,35,18,5,1,40,15,"Never-married",1,0,295,0,1,0,1600
1,36,18,6,1,35,-4,"Never-married",1,0,284,0,1,0,1225
20,81,21,9,1,40,8,"Never-married",1,0,295,0,1,0,1600
8,151,24,13,0,10,-4,"Never-married",1,0,3,1,1,0,100
8,166,26,15,1,30,-4,"Never-married",1,0,370,1,1,0,900
7,7,18,1,1,25,-4,"Never-married",1,0,252,0,1,0,625
21,28,18,2,0,25,10,"Never-married",1,0,252,0,1,0,625
45,153,21,4,1,25,12,"Never-married",1,0,355,0,1,0,625
14,167,21,5,1,40,25,"Never-married",1,0,374,1,1,0,1600
107,274,23,6,1,40,3,"Never-married",1,0,371,1,1,0,1600
73,347,25,7,1,40,-2,"Married",1,0,350,1,1,0,1600
29,29,18,1,0,30,5,"Never-married",1,0,129,0,1,0,900
6,6,19,1,0,25,2,"Never-married",0,0,236,0,0,0,625
312,375,31,7,1,40,1000,"Never-married",0,0,383,0,0,0,1600
50,50,19,1,0,40,1000,"Never-married",0,0,403,0,1,0,1600
9,65,19,2,0,35,30,"Never-married",0,0,302,0,1,0,1225
56,192,21,4,1,40,100,"Never-married",0,0,538,1,1,0,1600
11,203,21,7,1,40,-4,"Never-married",0,0,427,0,1,0,1600
16,224,22,9,1,40,150,"Never-married",0,0,446,0,1,0,1600
19,243,23,10,1,30,-4,"Never-married",0,0,468,0,1,0,900
12,326,24,12,1,40,-4,"Never-married",0,0,595,0,1,0,1600
50,376,25,13,1,40,6,"Never-married",0,0,556,0,1,0,1600
178,237,33,3,1,40,500,"Never-married",0,0,790,0,0,1,1600
137,374,35,4,1,50,150,"Never-married",0,0,872,1,0,1,2500
90,195,29,6,0,20,50,"Never-married",1,0,699,0,0,1,400
56,279,31,6,0,5,25,"Never-married",1,0,632,0,0,1,25
32,55,24,2,1,32,20,"Never-married",0,1,648,0,0,1,1024
123,123,22,1,1,10,-2,"Never-married",1,1,272,1,0,1,100
5,142,22,3,0,40,-4,"Never-married",1,1,272,0,0,1,1600
2,148,22,4,0,12,-4,"Never-married",1,1,272,0,0,1,144
156,419,28,5,0,60,200,"Never-married",1,1,1180,1,0,1,3600
35,35,19,1,1,40,50,"Never-married",0,1,414,0,1,0,1600
37,72,21,2,0,40,80,"Never-married",0,1,315,1,1,0,1600
73,146,22,3,0,0,10000,"Never-married",0,1,432,1,1,0,0
48,48,19,1,0,10,-2,"Never-married",1,1,420,1,1,0,100
4,156,26,4,0,20,10,"Never-married",1,1,540,0,0,1,400
206,206,22,1,1,30,3,"Never-married",0,0,324,0,0,1,900
4,210,22,2,0,40,100,"Never-married",0,0,585,1,0,1,1600
45,270,24,2,0,40,125,"Married",0,0,951,1,0,1,1600
52,66,22,4,0,10,40,"Never-married",1,1,326,1,1,0,100
